pdb_code,dataset,label
MANY-2p19_1,MANY,1
MANY-2p1e_1,MANY,0
MANY-2p26_1,MANY,0
MANY-2p2h_1,MANY,0
MANY-2p2w_2,MANY,0
MANY-2p2y_2,MANY,0
MANY-2p39_1,MANY,0
MANY-2p3v_2,MANY,1
MANY-2p4e_3,MANY,0
MANY-2p4f_2,MANY,0
MANY-2p4g_1,MANY,1
MANY-2p5y_1,MANY,1
MANY-2p67_2,MANY,0
MANY-2p68_1,MANY,1
MANY-2p6p_2,MANY,0
MANY-2p7o_1,MANY,1
MANY-2p7t_2,MANY,1
MANY-2p84_2,MANY,0
MANY-2p8r_1,MANY,0
MANY-2p8v_1,MANY,0
MANY-2p91_2,MANY,1
MANY-2p91_3,MANY,1
MANY-2p9h_1,MANY,1
MANY-2pa6_2,MANY,1
MANY-2pb1_1,MANY,0
MANY-2pbq_3,MANY,1
MANY-2pc4_1,MANY,1
MANY-2pc4_2,MANY,1
MANY-2pc5_1,MANY,1
MANY-2pcq_1,MANY,1
MANY-2pd4_1,MANY,1
MANY-2pd4_3,MANY,1
MANY-2pd6_2,MANY,1
MANY-2pf6_2,MANY,0
MANY-2pfs_2,MANY,1
MANY-2pfx_1,MANY,1
MANY-2pg0_1,MANY,1
MANY-2pg0_2,MANY,1
MANY-2pge_1,MANY,0
MANY-2pgo_5,MANY,0
MANY-2ph3_1,MANY,1
MANY-2phc_1,MANY,0
MANY-2pia_1,MANY,0
MANY-2pid_1,MANY,1
MANY-2pie_1,MANY,0
MANY-2pii_1,MANY,1
MANY-2pii_2,MANY,0
MANY-2pim_1,MANY,1
MANY-2pjd_1,MANY,0
MANY-2pjj_1,MANY,0
MANY-2pk3_1,MANY,1
MANY-2pkh_3,MANY,1
MANY-2pkk_2,MANY,0
MANY-2pkt_1,MANY,0
MANY-2pl5_2,MANY,0
MANY-2plc_1,MANY,0
MANY-2plw_1,MANY,0
MANY-2pmp_1,MANY,1
MANY-2pmw_1,MANY,1
MANY-2pn1_2,MANY,0
MANY-2pnd_1,MANY,0
MANY-2pny_1,MANY,0
MANY-2pnz_1,MANY,1
MANY-2po0_1,MANY,1
MANY-2po3_2,MANY,0
MANY-2pod_1,MANY,1
MANY-2pod_2,MANY,1
MANY-2pod_3,MANY,1
MANY-2ppi_1,MANY,1
MANY-2ppv_2,MANY,0
MANY-2ppy_6,MANY,1
MANY-2pqv_4,MANY,0
MANY-2prd_1,MANY,1
MANY-2prr_2,MANY,1
MANY-2prx_1,MANY,1
MANY-2psb_1,MANY,0
MANY-2pt2_1,MANY,0
MANY-2pt6_1,MANY,1
MANY-2put_1,MANY,1
MANY-2pux_1,MANY,1
MANY-2pv4_1,MANY,0
MANY-2pvp_2,MANY,0
MANY-2pvq_1,MANY,1
MANY-2px7_1,MANY,1
MANY-2px8_1,MANY,0
MANY-2pxx_1,MANY,0
MANY-2py7_1,MANY,0
MANY-2pye_1,MANY,1
MANY-2pz1_1,MANY,0
MANY-2pzb_1,MANY,1
MANY-2pzh_4,MANY,1
MANY-2pzj_1,MANY,1
MANY-2pzl_1,MANY,1
MANY-2q0f_1,MANY,0
MANY-2q0z_2,MANY,0
MANY-2q1w_1,MANY,1
MANY-2q2a_1,MANY,0
MANY-2q2w_1,MANY,1
MANY-2q2x_1,MANY,1
MANY-2q45_2,MANY,1
MANY-2q5x_1,MANY,0
MANY-2q62_7,MANY,1
MANY-2q6f_1,MANY,1
MANY-2q78_2,MANY,1
MANY-2q79_1,MANY,1
MANY-2q7t_3,MANY,0
MANY-2q7x_2,MANY,0
MANY-2q81_2,MANY,1
MANY-2q86_1,MANY,1
MANY-2q8b_3,MANY,0
MANY-2q8f_2,MANY,0
MANY-2q8k_1,MANY,0
MANY-2q91_1,MANY,1
MANY-2q9k_1,MANY,1
MANY-2q9l_1,MANY,1
MANY-2q9t_1,MANY,0
MANY-2qc5_1,MANY,0
MANY-2qcd_1,MANY,1
MANY-2qcq_1,MANY,1
MANY-2qcs_4,MANY,0
MANY-2qcw_1,MANY,1
MANY-2qcx_2,MANY,1
MANY-2qdl_1,MANY,0
MANY-2qea_2,MANY,1
MANY-2qfl_1,MANY,1
MANY-2qfl_2,MANY,0
MANY-2qg8_1,MANY,1
MANY-2qgh_2,MANY,0
MANY-2qgo_1,MANY,0
MANY-2qgz_1,MANY,0
MANY-2qik_1,MANY,0
MANY-2qio_1,MANY,1
MANY-2qio_3,MANY,1
MANY-2qiw_1,MANY,1
MANY-2qjn_3,MANY,1
MANY-2qjn_9,MANY,1
MANY-2qjy_5,MANY,1
MANY-2qk1_1,MANY,0
MANY-2qkl_2,MANY,0
MANY-2ql3_2,MANY,1
MANY-2qlk_1,MANY,1
MANY-2qlt_1,MANY,0
MANY-2qm1_1,MANY,1
MANY-2qoj_1,MANY,0
MANY-2qor_1,MANY,0
MANY-2qpw_1,MANY,0
MANY-2qq5_1,MANY,1
MANY-2qq5_3,MANY,0
MANY-2qq8_1,MANY,0
MANY-2qqj_1,MANY,0
MANY-2qqm_1,MANY,0
MANY-2qqy_1,MANY,1
MANY-2qsa_1,MANY,0
MANY-2qsx_1,MANY,1
MANY-2qtf_1,MANY,0
MANY-2qtz_1,MANY,0
MANY-2qu7_1,MANY,1
MANY-2qu8_1,MANY,0
MANY-2qv2_2,MANY,0
MANY-2qwz_4,MANY,1
MANY-2qxf_1,MANY,0
MANY-2qyb_2,MANY,0
MANY-2qyu_2,MANY,0
MANY-2qzc_3,MANY,1
MANY-2qzq_1,MANY,0
MANY-2qzu_1,MANY,0
MANY-2r00_2,MANY,1
MANY-2r0c_1,MANY,0
MANY-2r0j_2,MANY,0
MANY-2r0n_2,MANY,1
MANY-2r18_2,MANY,0
MANY-2r1b_2,MANY,0
MANY-2r2i_1,MANY,0
MANY-2r2n_3,MANY,0
MANY-2r31_1,MANY,0
MANY-2r34_1,MANY,1
MANY-2r44_1,MANY,0
MANY-2r4b_1,MANY,0
MANY-2r4g_1,MANY,0
MANY-2r4v_1,MANY,0
MANY-2r58_1,MANY,0
MANY-2r5f_1,MANY,0
MANY-2r6o_2,MANY,0
MANY-2r6r_1,MANY,0
MANY-2r8w_1,MANY,1
MANY-2r94_2,MANY,1
MANY-2r9u_1,MANY,0
MANY-2r9v_1,MANY,0
MANY-2ra3_1,MANY,1
MANY-2ra9_1,MANY,0
MANY-2raa_1,MANY,0
MANY-2rbc_2,MANY,0
MANY-2rcc_2,MANY,1
MANY-2rcn_1,MANY,0
MANY-2rcv_1,MANY,1
MANY-2rfa_1,MANY,0
MANY-2rfg_1,MANY,1
MANY-2rfg_5,MANY,0
MANY-2rfh_1,MANY,0
MANY-2rg1_2,MANY,1
MANY-2rgi_1,MANY,1
MANY-2rgj_2,MANY,0
MANY-2rgs_1,MANY,1
MANY-2rgy_1,MANY,1
MANY-2rh8_1,MANY,0
MANY-2ri7_1,MANY,0
MANY-2rjl_1,MANY,1
MANY-2rjn_1,MANY,0
MANY-2rk8_4,MANY,0
MANY-2sni_1,MANY,1
MANY-2tnf_3,MANY,1
MANY-2ts1_2,MANY,0
MANY-2uur_1,MANY,0
MANY-2uut_1,MANY,0
MANY-2uv3_2,MANY,0
MANY-2uv5_2,MANY,0
MANY-2uvd_3,MANY,1
MANY-2uwa_1,MANY,0
MANY-2uwf_1,MANY,0
MANY-2uxt_1,MANY,0
MANY-2uy1_2,MANY,0
MANY-2uyg_10,MANY,1
MANY-2uyg_3,MANY,1
MANY-2uyn_1,MANY,1
MANY-2uyw_1,MANY,1
MANY-2uzh_1,MANY,1
MANY-2uzh_4,MANY,0
MANY-2v03_3,MANY,0
MANY-2v06_1,MANY,0
MANY-2v0x_3,MANY,0
MANY-2v1o_1,MANY,1
MANY-2v36_3,MANY,0
MANY-2v3j_1,MANY,0
MANY-2v54_1,MANY,0
MANY-2v5e_1,MANY,1
MANY-2v5g_2,MANY,0
MANY-2v6i_1,MANY,0
MANY-2v6s_1,MANY,1
MANY-2v7f_1,MANY,0
MANY-2v7q_13,MANY,1
MANY-2v7y_1,MANY,0
MANY-2v84_1,MANY,0
MANY-2v87_3,MANY,0
MANY-2v8d_2,MANY,0
MANY-2v8z_1,MANY,1
MANY-2v9c_1,MANY,1
MANY-2v9k_1,MANY,0
MANY-2v9y_2,MANY,1
MANY-2v9y_3,MANY,0
MANY-2vap_1,MANY,0
MANY-2vas_2,MANY,0
MANY-2vbf_2,MANY,0
MANY-2vc6_1,MANY,1
MANY-2vc8_1,MANY,0
MANY-2vca_1,MANY,0
MANY-2vcl_1,MANY,0
MANY-2vcm_1,MANY,0
MANY-2vdv_2,MANY,0
MANY-2vea_2,MANY,0
MANY-2vec_2,MANY,0
MANY-2veq_2,MANY,0
MANY-2vfb_1,MANY,0
MANY-2vfk_1,MANY,0
MANY-2vge_1,MANY,0
MANY-2vh4_1,MANY,0
MANY-2vi7_2,MANY,1
MANY-2vif_2,MANY,0
MANY-2vig_5,MANY,1
MANY-2vjh_2,MANY,1
MANY-2vjz_1,MANY,1
MANY-2vk0_1,MANY,1
MANY-2vl7_2,MANY,0
MANY-2vlm_1,MANY,1
MANY-2vlo_2,MANY,1
MANY-2vm5_1,MANY,0
MANY-2vml_13,MANY,1
MANY-2vml_6,MANY,1
MANY-2vnj_1,MANY,0
MANY-2vnr_1,MANY,0
MANY-2vnu_1,MANY,0
MANY-2vnv_1,MANY,1
MANY-2vpj_1,MANY,0
MANY-2vpk_1,MANY,1
MANY-2vpq_1,MANY,1
MANY-2vpq_2,MANY,0
MANY-2vqd_1,MANY,1
MANY-2vqd_2,MANY,0
MANY-2vqx_1,MANY,0
MANY-2vsh_1,MANY,1
MANY-2vtf_1,MANY,0
MANY-2vu5_1,MANY,1
MANY-2vub_2,MANY,1
MANY-2vuo_1,MANY,1
MANY-2vw9_1,MANY,1
MANY-2vwr_1,MANY,0
MANY-2vxi_29,MANY,1
MANY-2vxi_4,MANY,1
MANY-2vxr_1,MANY,0
MANY-2vxx_2,MANY,1
MANY-2vxx_5,MANY,1
MANY-2vy7_1,MANY,0
MANY-2vyn_3,MANY,1
MANY-2vzb_1,MANY,1
MANY-2vzb_4,MANY,1
MANY-2vzw_1,MANY,0
MANY-2vzy_4,MANY,1
MANY-2w07_1,MANY,1
MANY-2w0g_1,MANY,0
MANY-2w1z_1,MANY,0
MANY-2w23_1,MANY,0
MANY-2w2m_1,MANY,1
MANY-2w37_3,MANY,1
MANY-2w3t_1,MANY,0
MANY-2w3x_2,MANY,1
MANY-2w3x_5,MANY,1
MANY-2w40_1,MANY,1
MANY-2w44_2,MANY,1
MANY-2w4o_1,MANY,0
MANY-2w50_1,MANY,0
MANY-2w5y_1,MANY,0
MANY-2w61_1,MANY,0
MANY-2w7t_1,MANY,0
MANY-2w7w_1,MANY,1
MANY-2wa0_1,MANY,0
MANY-2wa5_1,MANY,0
MANY-2waa_1,MANY,0
MANY-2wac_1,MANY,0
MANY-2wao_1,MANY,0
MANY-2wat_4,MANY,1
MANY-2waz_1,MANY,0
MANY-2wb9_1,MANY,1
MANY-2wbn_2,MANY,0
MANY-2wbp_2,MANY,0
MANY-2wbv_5,MANY,1
MANY-2wcz_2,MANY,0
MANY-2wdp_1,MANY,1
MANY-2wei_2,MANY,0
MANY-2wfo_1,MANY,0
MANY-2wfr_1,MANY,0
MANY-2wfz_2,MANY,0
MANY-2wgb_2,MANY,0
MANY-2wgh_1,MANY,1
MANY-2whj_1,MANY,0
MANY-2whx_2,MANY,0
MANY-2wiw_1,MANY,1
MANY-2wj5_1,MANY,0
MANY-2wjr_1,MANY,0
MANY-2wjw_2,MANY,0
MANY-2wkb_4,MANY,1
MANY-2wlu_1,MANY,1
MANY-2wm1_2,MANY,0
MANY-2wmh_1,MANY,0
MANY-2wn4_1,MANY,0
MANY-2wng_1,MANY,0
MANY-2wo2_2,MANY,0
MANY-2wol_1,MANY,0
MANY-2wp7_2,MANY,0
MANY-2wpj_1,MANY,1
MANY-2wqd_2,MANY,0
MANY-2wqm_1,MANY,0
MANY-2wrt_1,MANY,1
MANY-2wru_1,MANY,1
MANY-2wrv_1,MANY,1
MANY-2wrx_1,MANY,1
MANY-2wry_1,MANY,0
MANY-2ws1_1,MANY,1
MANY-2ws2_1,MANY,1
MANY-2ws4_1,MANY,1
MANY-2ws6_4,MANY,1
MANY-2wsb_3,MANY,1
MANY-2wsk_1,MANY,0
MANY-2wsw_1,MANY,0
MANY-2wt4_1,MANY,1
MANY-2wto_1,MANY,0
MANY-2wtt_1,MANY,1
MANY-2wuu_1,MANY,0
MANY-2wux_2,MANY,0
MANY-2wv6_10,MANY,1
MANY-2ww8_1,MANY,0
MANY-2wwd_1,MANY,0
MANY-2wwe_1,MANY,0
MANY-2wxy_1,MANY,0
MANY-2wy4_1,MANY,0
MANY-2wz9_1,MANY,0
MANY-2wzk_1,MANY,0
MANY-2wzl_1,MANY,0
MANY-2x0q_2,MANY,0
MANY-2x13_1,MANY,0
MANY-2x1j_2,MANY,0
MANY-2x26_1,MANY,0
MANY-2x2j_1,MANY,0
MANY-2x3f_1,MANY,1
MANY-2x3n_1,MANY,0
MANY-2x49_1,MANY,0
MANY-2x4d_1,MANY,1
MANY-2x4h_2,MANY,1
MANY-2x4k_1,MANY,1
MANY-2x4k_3,MANY,1
MANY-2x4l_1,MANY,0
MANY-2x5d_1,MANY,1
MANY-2x5j_3,MANY,1
MANY-2x5j_6,MANY,1
MANY-2x5k_1,MANY,1
MANY-2x5n_1,MANY,0
MANY-2x5y_1,MANY,0
MANY-2x64_1,MANY,1
MANY-2x6g_1,MANY,1
MANY-2x78_2,MANY,1
MANY-2x7m_1,MANY,0
MANY-2x9q_2,MANY,0
MANY-2xa5_1,MANY,0
MANY-2xap_1,MANY,1
MANY-2xb0_1,MANY,0
MANY-2xbg_2,MANY,0
MANY-2xcj_1,MANY,1
MANY-2xcz_1,MANY,1
MANY-2xd3_1,MANY,0
MANY-2xdh_1,MANY,0
MANY-2xdy_2,MANY,0
MANY-2xe4_2,MANY,0
MANY-2xem_1,MANY,1
MANY-2xem_4,MANY,1
MANY-2xes_2,MANY,0
MANY-2xex_1,MANY,0
MANY-2xf2_5,MANY,0
MANY-2xf4_1,MANY,0
MANY-2xfx_1,MANY,1
MANY-2xfy_1,MANY,0
MANY-2xhc_2,MANY,0
MANY-2xhm_1,MANY,0
MANY-2xig_1,MANY,1
MANY-2xik_1,MANY,0
MANY-2xj3_1,MANY,1
MANY-2xk9_2,MANY,0
MANY-2xl4_1,MANY,0
MANY-2xn8_1,MANY,0
MANY-2xp0_2,MANY,0
MANY-2xp1_1,MANY,0
MANY-2xpl_2,MANY,0
MANY-2xpz_1,MANY,0
MANY-2xr4_1,MANY,1
MANY-2xs1_4,MANY,0
MANY-2xse_1,MANY,0
MANY-2xso_11,MANY,1
MANY-2xso_21,MANY,1
MANY-2xso_35,MANY,1
MANY-2xst_1,MANY,0
MANY-2xtm_2,MANY,0
MANY-2xtp_1,MANY,0
MANY-2xu0_1,MANY,0
MANY-2xuz_1,MANY,0
MANY-2xvs_1,MANY,0
MANY-2xw7_1,MANY,1
MANY-2xwc_1,MANY,0
MANY-2xwl_1,MANY,1
MANY-2xxl_1,MANY,0
MANY-2xxz_1,MANY,0
MANY-2xy1_1,MANY,0
MANY-2xy2_2,MANY,0
MANY-2xy9_1,MANY,0
MANY-2xyu_1,MANY,0
MANY-2xzg_1,MANY,0
MANY-2xzo_1,MANY,0
MANY-2y1b_1,MANY,0
MANY-2y1e_2,MANY,0
MANY-2y1l_6,MANY,1
MANY-2y1p_1,MANY,0
MANY-2y1q_1,MANY,0
MANY-2y1v_1,MANY,0
MANY-2y21_1,MANY,1
MANY-2y2b_1,MANY,0
MANY-2y3w_1,MANY,0
MANY-2y5i_1,MANY,1
MANY-2y78_1,MANY,0
MANY-2y7b_1,MANY,0
MANY-2y7k_2,MANY,1
MANY-2y8d_1,MANY,0
MANY-2y8k_1,MANY,0
MANY-2y90_1,MANY,1
MANY-2ya1_1,MANY,0
MANY-2ybv_21,MANY,1
MANY-2ybv_6,MANY,1
MANY-2yc3_1,MANY,1
MANY-2yca_1,MANY,0
MANY-2ycd_1,MANY,1
MANY-2ydl_1,MANY,0
MANY-2yfv_1,MANY,1
MANY-2yhc_1,MANY,0
MANY-2yhs_1,MANY,0
MANY-2yhw_1,MANY,1
MANY-2yhw_2,MANY,0
MANY-2yhx_1,MANY,0
MANY-2yih_2,MANY,0
MANY-2yii_5,MANY,1
MANY-2yjg_2,MANY,0
MANY-2yjj_2,MANY,1
MANY-2yll_3,MANY,0
MANY-2yln_1,MANY,0
MANY-2ym1_1,MANY,0
MANY-2ymo_1,MANY,0
MANY-2yna_1,MANY,1
MANY-2yoq_1,MANY,0
MANY-2yr1_1,MANY,1
MANY-2yri_1,MANY,1
MANY-2yrx_1,MANY,0
MANY-2yut_1,MANY,1
MANY-2yv5_1,MANY,0
MANY-2yv7_1,MANY,0
MANY-2yvi_1,MANY,0
MANY-2ywd_1,MANY,0
MANY-2ywi_1,MANY,0
MANY-2ywk_1,MANY,0
MANY-2ywx_1,MANY,1
MANY-2ywx_2,MANY,1
MANY-2ywx_3,MANY,1
MANY-2yxg_1,MANY,1
MANY-2yxn_2,MANY,0
MANY-2yxx_3,MANY,0
MANY-2yy7_1,MANY,1
MANY-2yyt_2,MANY,1
MANY-2yyy_1,MANY,1
MANY-2yyz_1,MANY,0
MANY-2yz7_1,MANY,1
MANY-2yzi_2,MANY,0
MANY-2yzm_3,MANY,0
MANY-2yzr_2,MANY,1
MANY-2z01_1,MANY,1
MANY-2z08_2,MANY,0
MANY-2z0n_2,MANY,0
MANY-2z0q_1,MANY,0
MANY-2z0z_1,MANY,1
MANY-2z13_1,MANY,0
MANY-2z1a_1,MANY,0
MANY-2z1e_1,MANY,1
MANY-2z1m_2,MANY,1
MANY-2z1n_1,MANY,1
MANY-2z2n_1,MANY,0
MANY-2z30_1,MANY,1
MANY-2z3y_2,MANY,0
MANY-2z43_1,MANY,0
MANY-2z5l_1,MANY,0
MANY-2z62_1,MANY,0
MANY-2z63_1,MANY,0
MANY-2z6o_1,MANY,0
MANY-2z7b_1,MANY,1
MANY-2z7j_2,MANY,0
MANY-2z81_1,MANY,0
MANY-2z83_1,MANY,0
MANY-2z8m_2,MANY,0
MANY-2z90_2,MANY,1
MANY-2z90_3,MANY,1
MANY-2z99_2,MANY,0
MANY-2z9w_1,MANY,1
MANY-2zak_1,MANY,1
MANY-2zat_4,MANY,1
MANY-2zbi_1,MANY,0
MANY-2zbt_5,MANY,1
MANY-2zbw_1,MANY,1
MANY-2zbz_1,MANY,0
MANY-2zcw_1,MANY,1
MANY-2zcx_2,MANY,0
MANY-2zdc_2,MANY,1
MANY-2ze0_3,MANY,0
MANY-2zf5_1,MANY,1
MANY-2zfh_3,MANY,1
MANY-2zfm_1,MANY,0
MANY-2zfn_2,MANY,0
MANY-2zhy_2,MANY,1
MANY-2zj5_2,MANY,0
MANY-2zkm_1,MANY,0
MANY-2zl6_1,MANY,1
MANY-2znl_1,MANY,0
MANY-2zoc_1,MANY,0
MANY-2zoz_2,MANY,0
MANY-2zpa_2,MANY,0
MANY-2zpc_1,MANY,0
MANY-2zps_1,MANY,0
MANY-2zpy_1,MANY,0
MANY-2zsc_2,MANY,1
MANY-2zsg_1,MANY,1
MANY-2ztg_1,MANY,0
MANY-2zu2_1,MANY,1
MANY-2zul_1,MANY,0
MANY-2zvv_5,MANY,1
MANY-2zwn_2,MANY,1
MANY-2zxi_3,MANY,0
MANY-2zxl_2,MANY,0
MANY-2zxp_1,MANY,0
MANY-2zxq_1,MANY,0
MANY-2zyc_1,MANY,0
MANY-2zyh_1,MANY,0
MANY-2zyl_1,MANY,1
MANY-2zzr_2,MANY,0
MANY-3a05_1,MANY,1
MANY-3a06_1,MANY,1
MANY-3a09_1,MANY,0
MANY-3a0d_1,MANY,1
MANY-3a0x_1,MANY,0
MANY-3a1f_1,MANY,0
MANY-3a1t_1,MANY,0
MANY-3a25_1,MANY,0
MANY-3a28_4,MANY,1
MANY-3a2s_1,MANY,1
MANY-3a32_2,MANY,0
MANY-3a4c_1,MANY,0
MANY-3a4g_1,MANY,0
MANY-3a4v_1,MANY,1
MANY-3a52_1,MANY,1
MANY-3a5f_1,MANY,1
MANY-3a68_25,MANY,1
MANY-3a68_3,MANY,1
MANY-3a7n_1,MANY,0
MANY-3a8t_1,MANY,0
MANY-3a9x_1,MANY,1
MANY-3aac_2,MANY,0
MANY-3ab1_1,MANY,1
MANY-3abb_1,MANY,0
MANY-3abd_4,MANY,0
MANY-3abf_3,MANY,1
MANY-3abf_4,MANY,1
MANY-3abx_1,MANY,0
MANY-3ach_1,MANY,0
MANY-3acp_2,MANY,0
MANY-3acz_3,MANY,1
MANY-3acz_6,MANY,1
MANY-3add_2,MANY,0
MANY-3adk_3,MANY,0
MANY-3afn_2,MANY,1
MANY-3afo_1,MANY,1
MANY-3afo_2,MANY,1
MANY-3agk_1,MANY,0
MANY-3ahq_2,MANY,0
MANY-3ahu_3,MANY,1
MANY-3ai2_5,MANY,1
MANY-3aii_1,MANY,0
MANY-3ajx_2,MANY,1
MANY-3ak1_3,MANY,1
MANY-3ak4_4,MANY,1
MANY-3al2_1,MANY,0
MANY-3alg_1,MANY,0
MANY-3aml_1,MANY,0
MANY-3ano_2,MANY,1
MANY-3aog_1,MANY,1
MANY-3aog_17,MANY,1
MANY-3aon_2,MANY,0
MANY-3apo_1,MANY,0
MANY-3aps_1,MANY,0
MANY-3aqv_2,MANY,0
MANY-3arn_2,MANY,1
MANY-3asi_1,MANY,0
MANY-3asr_1,MANY,1
MANY-3asu_1,MANY,1
MANY-3atq_1,MANY,0
MANY-3ats_1,MANY,0
MANY-3au4_1,MANY,0
MANY-3au9_1,MANY,1
MANY-3avc_1,MANY,1
MANY-3avr_2,MANY,0
MANY-3aw5_2,MANY,0
MANY-3aw9_2,MANY,1
MANY-3awd_4,MANY,1
MANY-3axc_1,MANY,0
MANY-3axm_15,MANY,1
MANY-3axt_2,MANY,0
MANY-3ay8_1,MANY,1
MANY-3ayr_2,MANY,0
MANY-3azp_3,MANY,0
MANY-3b02_1,MANY,1
MANY-3b0h_1,MANY,0
MANY-3b0y_1,MANY,0
MANY-3b20_2,MANY,1
MANY-3b20_4,MANY,1
MANY-3b21_1,MANY,0
MANY-3b2p_1,MANY,0
MANY-3b48_1,MANY,1
MANY-3b4t_3,MANY,1
MANY-3b4u_1,MANY,1
MANY-3b4w_2,MANY,0
MANY-3b4x_1,MANY,0
MANY-3b5n_1,MANY,1
MANY-3b5n_5,MANY,1
MANY-3b5n_6,MANY,1
MANY-3b64_1,MANY,1
MANY-3b6b_2,MANY,1
MANY-3b6n_1,MANY,1
MANY-3b70_1,MANY,0
MANY-3b7e_2,MANY,1
MANY-3b7z_1,MANY,0
MANY-3b84_1,MANY,1
MANY-3b85_3,MANY,0
MANY-3b8b_2,MANY,0
MANY-3b8z_1,MANY,0
MANY-3b9e_1,MANY,0
MANY-3ba3_1,MANY,1
MANY-3bch_1,MANY,0
MANY-3bd9_1,MANY,0
MANY-3be9_1,MANY,0
MANY-3bed_1,MANY,1
MANY-3bfr_2,MANY,1
MANY-3bh0_1,MANY,0
MANY-3biy_1,MANY,0
MANY-3bjc_2,MANY,0
MANY-3bjn_1,MANY,0
MANY-3bjr_2,MANY,0
MANY-3bkp_1,MANY,0
MANY-3bkr_1,MANY,0
MANY-3ble_2,MANY,0
MANY-3blh_1,MANY,1
MANY-3bm7_2,MANY,0
MANY-3bn4_5,MANY,1
MANY-3bod_1,MANY,0
MANY-3bps_1,MANY,1
MANY-3bpt_1,MANY,0
MANY-3bq3_2,MANY,0
MANY-3bqe_1,MANY,0
MANY-3bqw_1,MANY,0
MANY-3brd_2,MANY,0
MANY-3brh_2,MANY,0
MANY-3bsm_1,MANY,1
MANY-3bsm_3,MANY,1
MANY-3bsm_6,MANY,1
MANY-3bt5_1,MANY,0
MANY-3buj_2,MANY,0
MANY-3bul_1,MANY,0
MANY-3buu_1,MANY,0
MANY-3bvk_2,MANY,1
MANY-3bvk_5,MANY,1
MANY-3bvs_1,MANY,0
MANY-3bwc_1,MANY,1
MANY-3bwh_1,MANY,0
MANY-3bwu_1,MANY,1
MANY-3bwu_3,MANY,0
MANY-3bxq_1,MANY,1
MANY-3by9_1,MANY,0
MANY-3byd_1,MANY,0
MANY-3bzk_1,MANY,0
MANY-3bzn_1,MANY,0
MANY-3bzq_1,MANY,1
MANY-3c0b_6,MANY,0
MANY-3c0k_2,MANY,0
MANY-3c0t_3,MANY,0
MANY-3c10_1,MANY,0
MANY-3c1l_1,MANY,1
MANY-3c1v_1,MANY,1
MANY-3c1x_1,MANY,0
MANY-3c3k_1,MANY,1
MANY-3c3m_2,MANY,0
MANY-3c3y_1,MANY,1
MANY-3c56_1,MANY,1
MANY-3c5k_1,MANY,0
MANY-3c5v_1,MANY,0
MANY-3c65_1,MANY,0
MANY-3c6a_1,MANY,0
MANY-3c7a_1,MANY,0
MANY-3c8f_1,MANY,0
MANY-3c8m_2,MANY,0
MANY-3c8n_3,MANY,0
MANY-3c8t_2,MANY,1
MANY-3c8t_3,MANY,1
MANY-3c9u_2,MANY,0
MANY-3cai_2,MANY,0
MANY-3cbg_1,MANY,1
MANY-3cbz_1,MANY,0
MANY-3cdu_1,MANY,0
MANY-3cea_2,MANY,1
MANY-3ceb_1,MANY,0
MANY-3cei_1,MANY,1
MANY-3cf4_3,MANY,0
MANY-3cgi_4,MANY,1
MANY-3cgx_1,MANY,0
MANY-3cgz_4,MANY,0
MANY-3ch2_1,MANY,0
MANY-3ch4_1,MANY,0
MANY-3chl_1,MANY,0
MANY-3ci6_2,MANY,0
MANY-3cim_3,MANY,1
MANY-3cin_3,MANY,0
MANY-3cjw_2,MANY,0
MANY-3ck1_1,MANY,1
MANY-3ck1_3,MANY,1
MANY-3ckk_1,MANY,0
MANY-3ckm_2,MANY,0
MANY-3clh_1,MANY,1
MANY-3clk_1,MANY,1
MANY-3cly_1,MANY,0
MANY-3cm0_1,MANY,0
MANY-3cmj_1,MANY,0
MANY-3cml_1,MANY,0
MANY-3cmn_1,MANY,0
MANY-3cnc_3,MANY,1
MANY-3cnv_1,MANY,1
MANY-3co4_1,MANY,0
MANY-3cog_3,MANY,1
MANY-3cog_6,MANY,1
MANY-3coi_1,MANY,0
MANY-3cos_1,MANY,1
MANY-3cpj_2,MANY,0
MANY-3cpr_1,MANY,1
MANY-3cq9_1,MANY,1
MANY-3cr3_1,MANY,1
MANY-3crn_2,MANY,0
MANY-3crr_1,MANY,0
MANY-3crv_1,MANY,0
MANY-3crz_2,MANY,0
MANY-3cs1_1,MANY,0
MANY-3csg_1,MANY,0
MANY-3csv_2,MANY,0
MANY-3csw_1,MANY,1
MANY-3csx_2,MANY,0
MANY-3ctl_3,MANY,1
MANY-3ctp_1,MANY,1
MANY-3ctp_2,MANY,0
MANY-3cty_1,MANY,1
MANY-3cu2_1,MANY,1
MANY-3cux_1,MANY,0
MANY-3cv0_1,MANY,0
MANY-3cw3_1,MANY,0
MANY-3cw9_3,MANY,0
MANY-3cwc_1,MANY,0
MANY-3cwv_1,MANY,0
MANY-3cx4_1,MANY,0
MANY-3cx5_10,MANY,1
MANY-3cxr_2,MANY,1
MANY-3cyr_1,MANY,0
MANY-3cz8_2,MANY,0
MANY-3d02_1,MANY,0
MANY-3d0c_1,MANY,1
MANY-3d0j_2,MANY,0
MANY-3d0s_1,MANY,1
MANY-3d22_1,MANY,0
MANY-3d2u_2,MANY,1
MANY-3d3a_1,MANY,0
MANY-3d3y_1,MANY,0
MANY-3d53_1,MANY,1
MANY-3d63_2,MANY,1
MANY-3d65_1,MANY,1
MANY-3d6b_3,MANY,1
